x	y	class	name	color
393.8995433789954	945.1369863013699		neopla	16711680
976.5	944.7608695652174		neopla	16711680
928.8139534883721	954.3023255813954		nolabe	0
938.6282722513089	965.9476439790576		necros	16776960
351.53548387096777	965.6645161290322		necros	16776960
316.9640287769784	966.8273381294964		neopla	16711680
986.7583892617449	984.6778523489933		necros	16776960
354.6455696202532	989.7025316455696		neopla	16711680
959.525641025641	992.5		inflam	65280
1028.358024691358	990.5308641975308		nolabe	0
112.82329317269077	998.6144578313254		necros	16776960
1049.47	993.55		neopla	16711680
138.40268456375838	995.6644295302013		nolabe	0
201.26923076923077	999.5833333333334		inflam	65280
332.9189189189189	1001.4864864864865		nolabe	0
972.3787878787879	1008.3787878787879		necros	16776960
907.2767857142857	1011.4196428571429		neopla	16711680
457.4761904761905	1015.968253968254		neopla	16711680
859.2991452991453	1023.8205128205128		neopla	16711680
93.53886010362694	1030.6839378238342		necros	16776960
1083.3666666666666	1034.3666666666666		nolabe	0
